"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1483";"ALBENDAZOLE";"4.0";"265.34";"0";"3.24";"ALBENDAZOLE";"CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL93645";"ACECLOFENAC";"2.0";"354.19";"0";"3.91";"ACECLOFENAC";"O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL1200623";"ETHYLESTRENOL";"4.0";"288.48";"1";"5.09";"ETHYLESTRENOL";"CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C";"IC50";"'='";"81.0";"nM";"7.09";"";"";"UO_0000065";"24.58";"0.46";"2.00";"35.05";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";"0.081"
"CHEMBL1512";"FLUNISOLIDE";"4.0";"434.50";"0";"2.27";"FLUNISOLIDE";"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL182";"GANCICLOVIR";"4.0";"255.23";"0";"-1.97";"ganciclovir";"Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL417";"EPIRUBICIN";"4.0";"543.53";"3";"0.00";"EPIRUBICIN";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL1103";"FURAZOLIDONE";"4.0";"225.16";"0";"0.97";"FURAZOLIDONE";"O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL1697694";"AFLATOXIN";"None";"312.28";"0";"2.28";"AFLATOXIN B1";"COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL428";"TROVAFLOXACIN";"4.0";"416.36";"0";"1.89";"TROVAFLOXACIN";"N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL479";"THIORIDAZINE";"4.0";"370.59";"1";"5.89";"THIORIDAZINE";"CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2";"IC50";"'='";"751.0";"nM";"6.12";"";"";"UO_0000065";"16.53";"0.33";"0.23";"94.51";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";"0.751"
"CHEMBL1425";"MERCAPTOPURINE ANHYDROUS";"4.0";"152.18";"0";"0.64";"6-MERCAPTOPURINE";"Sc1ncnc2nc[nH]c12";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL3663910";"";"None";"254.33";"0";"2.67";"BDBM170437";"COc1ccc(C2CN(C)Cc3ccccc32)cn1";"Ki";"'='";"470.0";"nM";"6.33";"";"314463";"UO_0000065";"24.88";"0.45";"3.66";"24.95";"0";"CHEMBL3707846";"Binding Assay: In order to evaluate the relative affinity of the various compounds at the NE, DA and 5HT transporters, HEK293E cell lines were developed to express each of the three human transporters. cDNAs containing the complete coding regions of each transporter were amplified by PCR from human brain libraries. The cDNAs contained in pCRII vectors were sequenced to verify their identity and then subcloned into an Epstein-Barr virus based expression plasmid (Shen et al., Gene 156:235-239 (1995), which is hereby incorporated by reference in its entirety). This plasmid containing the coding sequence for one of the human transporters was transfected into HEK93E cells. Successful transfection was verified by the ability of known reuptake blockers to inhibit the uptake of tritiated NE, DA or 5HT.For binding, cells were homogenized, centrifuged, and then resuspended in incubation buffer (5 mM Tris, 120 mM NaCl, 5 mM KCl, pH 7.4). Then, the appropriate radioligand was added.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293E";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638841";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"470.0"
"CHEMBL3260335";"";"None";"310.81";"0";"3.03";"29";"Cc1nc(COc2ccc(Cl)cc2OC2CNC2)cs1";"Ki";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"24.35";"0.52";"4.54";"17.45";"0";"CHEMBL3271324";"Binding affinity to human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259547";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";"";"";"0.027"
"CHEMBL5747019";"";"None";"396.71";"0";"4.76";"BDBM396381";"CCN1CC(Oc2cc(Br)ccc2OCc2cccc(Cl)c2)C1";"Ki";"'='";"249.0";"nM";"6.60";"";"791976";"UO_0000065";"16.65";"0.39";"1.84";"30.43";"0";"CHEMBL5733968";"Binding Assay: Receptor binding was performed using membrane fractions prepared from the HEK-293 cell line recombinantly expressing rat 5-HT7 receptors (NCBI accession NM_022938). Compound affinity for the rat 5-HT7 receptor subtype was evaluated by competitive radioligand binding assays using 5-carboxamido[3H]tryptamine ([3H]5-CT) (Amersham Biosciences, cat. 90000403) detection. HitHunter cAMP assays are in-vitro based competitive immunoassays. The assay was performed on the HEK-293 cell line stably transfected with r5-HT7 receptor. Cells were pre-incubated with test compounds for 10 minutes. For antagonist testing, the cells were then challenged with 100 nM 5-CT for 20 minutes. Cells were then lysed and cAMP measured according to manufacturers protocol (Amersham, cat. NET791250UC) or [3H]mesulergine (Amersham, cat. TRK1041). The assay was performed on membranes prepared from HEK-293 cells stably transfected with h5-HT6. Following centrifugation, membranes were resuspended and incubated for 60 min at room temperature with 1.7 nM [3H]LSD in the presence of increasing concentration of test compounds. Nonspecific binding was defined in the presence of 10 μM clozapine (Tocris, cat. TRK1068). Homogenized HEK-293 membranes expressing the human SERT were incubated in 50 mM Tris-HCl (pH 7.5), 120 mM NaCl, 5 mM KCl with [3H]-citalopram (3 nM) with or without test compounds. Nonspecific binding was determined in the presence of 10 μM fluoxetine. Radioactivity readouts and Ki values were performed as previously described for r5-HT7.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727074";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"249.0"
"CHEMBL5880343";"";"None";"359.22";"0";"3.25";"BDBM396384";"N#Cc1cccc(COc2ccc(Br)cc2OC2CNC2)c1";"Ki";"'='";"2.0";"nM";"8.70";"";"791982";"UO_0000065";"24.22";"0.54";"5.45";"16.03";"0";"CHEMBL5733968";"Binding Assay: Receptor binding was performed using membrane fractions prepared from the HEK-293 cell line recombinantly expressing rat 5-HT7 receptors (NCBI accession NM_022938). Compound affinity for the rat 5-HT7 receptor subtype was evaluated by competitive radioligand binding assays using 5-carboxamido[3H]tryptamine ([3H]5-CT) (Amersham Biosciences, cat. 90000403) detection. HitHunter cAMP assays are in-vitro based competitive immunoassays. The assay was performed on the HEK-293 cell line stably transfected with r5-HT7 receptor. Cells were pre-incubated with test compounds for 10 minutes. For antagonist testing, the cells were then challenged with 100 nM 5-CT for 20 minutes. Cells were then lysed and cAMP measured according to manufacturers protocol (Amersham, cat. NET791250UC) or [3H]mesulergine (Amersham, cat. TRK1041). The assay was performed on membranes prepared from HEK-293 cells stably transfected with h5-HT6. Following centrifugation, membranes were resuspended and incubated for 60 min at room temperature with 1.7 nM [3H]LSD in the presence of increasing concentration of test compounds. Nonspecific binding was defined in the presence of 10 μM clozapine (Tocris, cat. TRK1068). Homogenized HEK-293 membranes expressing the human SERT were incubated in 50 mM Tris-HCl (pH 7.5), 120 mM NaCl, 5 mM KCl with [3H]-citalopram (3 nM) with or without test compounds. Nonspecific binding was determined in the presence of 10 μM fluoxetine. Radioactivity readouts and Ki values were performed as previously described for r5-HT7.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727074";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"2.0"
"CHEMBL2347034";"";"None";"337.44";"0";"4.06";"31";"Fc1ccc2[nH]cc(CCCN3CCN(c4ccccc4)CC3)c2c1";"Ki";"'='";"36.0";"nM";"7.44";"";"";"UO_0000065";"22.06";"0.41";"3.38";"33.42";"0";"CHEMBL2352938";"Inhibition of serotonin reuptake at human SERT expressed in HEK293 cells coexpressing macrophage scavenger receptor";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346663";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";"";"36.0"
"CHEMBL66112";"";"None";"446.61";"1";"5.48";"11";"Fc1ccc(CCN2CCCC(CNCCOC(c3ccccc3)c3ccccc3)C2)cc1";"IC50";"'='";"1130.0";"nM";"5.95";"";"";"UO_0000065";"13.32";"0.25";"0.47";"24.27";"0";"CHEMBL806214";"Inhibition of [3H]5-HT reuptake in HEK293 cells expressing human serotonin transporter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133662";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3307715";"";"";"";"1.13"
"CHEMBL4752093";"";"None";"367.25";"0";"1.52";"6";"COCC(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(F)c1.Cl";"IC50";"'='";"440.0";"nM";"6.36";"";"";"UO_0000065";"19.22";"0.39";"4.84";"10.67";"0";"CHEMBL4717569";"Inhibition of human SERT expressed in CHO-K1 cells assessed as inhibition of [3H]-5-hydroxytryptamine reuptake measured after 20 mins by Microscintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715727";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"TIME = 0.3333 hr";"INHIBITOR";"";"440.0"
"CHEMBL4762043";"";"None";"381.27";"0";"1.91";"9";"COC(C)C(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(F)c1.Cl";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"17.68";"0.36";"4.19";"10.23";"0";"CHEMBL4717569";"Inhibition of human SERT expressed in CHO-K1 cells assessed as inhibition of [3H]-5-hydroxytryptamine reuptake measured after 20 mins by Microscintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715727";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"TIME = 0.3333 hr";"INHIBITOR";"";"800.0"
"CHEMBL132683";"";"None";"291.35";"0";"1.84";"7";"COC(=O)C1C(c2ccc(O)c(O)c2)CC2CCC1N2C";"IC50";"'='";"308.0";"nM";"6.51";"";"";"UO_0000065";"22.35";"0.42";"4.67";"9.30";"0";"CHEMBL619198";"Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136450";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3307715";"";"";"";"308.0"
"CHEMBL356981";"";"None";"334.29";"1";"5.91";"4b (trans)";"CC(C)N(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21";"Ki";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"22.01";"0.46";"1.45";"227.05";"0";"CHEMBL799116";"Binding affinity against cloned serotonin human transporter using 40-80 PM [125I]RTI";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133565";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"44.0"
"CHEMBL3126967";"";"None";"487.53";"1";"7.46";"17, Diastereomeric mixture";"CCN(CC)C1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"13.44";"0.26";"-0.91";"52.55";"0";"CHEMBL3132661";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124804";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"280.0"
"CHEMBL3126966";"";"None";"459.47";"1";"6.68";"16, Diastereomeric mixture";"CN(C)C1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"14.37";"0.28";"-0.08";"52.94";"0";"CHEMBL3132661";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124804";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"250.0"
"CHEMBL3126977";"";"None";"445.45";"1";"6.34";"13, Diastereomeric mixture";"CNC1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"15.09";"0.30";"0.38";"31.61";"0";"CHEMBL3132661";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124804";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"190.0"
"CHEMBL3126958";"";"None";"501.51";"2";"6.45";"20, Diastereomeric mixture";"FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(N3CCOCC3)CC2)cc(C(F)(F)F)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3132661";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124804";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"1000.0"
"CHEMBL3126974";"";"None";"471.49";"1";"6.83";"10, Diastereomeric mixture";"FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(N3CCCC3)C2)cc(C(F)(F)F)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3132661";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124804";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"1000.0"
"CHEMBL3126963";"";"None";"417.39";"1";"5.69";"26";"N[C@@H]1CC[C@@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"16.50";"0.32";"1.20";"19.53";"0";"CHEMBL3132661";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124804";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"130.0"
"CHEMBL2032049";"";"None";"462.56";"1";"6.21";"11";"C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCC3(C(=O)O)CCCCC3)C[C@@H]21";"Ki";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032877";"Binding affinity to serotonin transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029200";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"2.0"
"CHEMBL338587";"";"None";"347.46";"0";"4.64";"19";"c1ccc2c(CCCCNCCOc3cccc4[nH]ccc34)c[nH]c2c1";"IC50";"'='";"862.0";"nM";"6.06";"";"";"UO_0000065";"17.45";"0.32";"1.42";"11.48";"0";"CHEMBL806211";"Inhibition concentration against [3H]5-HT uptake by human serotonin transporter in JAR cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148370";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3307657";"";"";"";"862.0"
"CHEMBL322067";"";"None";"312.28";"1";"5.07";"8";"CN(C)C[C@@H]1C2CCC(CC2)[C@@H]1c1ccc(Cl)c(Cl)c1";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"21.03";"0.45";"1.50";"202.74";"0";"CHEMBL808143";"In vitro ability of compound to inhibit 5-HT re-uptake of radiolabeled [3H]-tritium transmitter into synaptosome";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136239";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"270.0"
"CHEMBL109517";"";"None";"279.43";"0";"4.53";"16c";"CN(C)C[C@@H]1C2CCC(C2)[C@H]1c1ccc2ccccc2c1";"Ki";"'='";"5.8";"nM";"8.24";"";"";"UO_0000065";"29.48";"0.54";"3.71";"254.22";"0";"CHEMBL808864";"Displacement of [3H]-citalopram from Serotonin transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136239";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"5.8"
"CHEMBL89662";"";"None";"257.33";"0";"2.48";"6d";"COC(=O)C1=C(c2ccccc2)CC2CCC1N2C";"IC50";"'='";"28600.0";"nM";"4.54";"";"";"UO_0000065";"17.66";"0.33";"2.06";"15.38";"0";"CHEMBL882391";"Inhibition of [3H]citalopram binding to the serotonin transporter in rhesus (Macaca mulatta) or cynomolgus monkey (Macaca fascicularis) caudate-putamen.";"B";"BAO_0000221";"tissue-based format";"Cercopithecidae";"CHEMBL3638267";"Caudate-putamen";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134553";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"28600.0"
"CHEMBL86654";"";"None";"325.41";"0";"2.55";"18b";"COC(=O)C1C(c2ccc3ccccc3c2)CC2C[C@@H](O)C1N2C";"IC50";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"21.59";"0.40";"4.48";"14.12";"0";"CHEMBL882391";"Inhibition of [3H]citalopram binding to the serotonin transporter in rhesus (Macaca mulatta) or cynomolgus monkey (Macaca fascicularis) caudate-putamen.";"B";"BAO_0000221";"tissue-based format";"Cercopithecidae";"CHEMBL3638267";"Caudate-putamen";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134553";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"94.0"
"CHEMBL2347166";"";"None";"222.26";"0";"1.43";"33";"OCCNCCc1c[nH]c2ccc(F)cc12";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"35.99";"0.68";"6.57";"16.65";"0";"CHEMBL2352938";"Inhibition of serotonin reuptake at human SERT expressed in HEK293 cells coexpressing macrophage scavenger receptor";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346663";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";"";"10.0"
